"Award_Identifier","Extending_Organization","Extending_Organization_Office","Accountable_Organization","Accountable_Organization_Office","Implementing_Organization","Implementing_Organization_Type","Implementing_Organization_Country","Implementing_Organization_DUNS_Number","Award_Title","Award_Description","Award_Status","Award_Collaboration_Type","Award_Total_Estimated_Value","Award_Interagency_Transfer_Status","Award_Start_Date","Award_End_Date","Recipient_Location","Award_Transaction_Description ","Award_Transaction_Value","Award_Transaction_Type","Award_Transaction_Date","Award_Transaction_Fiscal_Year","Award_Transaction_Fiscal_Quarter","Award_Transaction_Aid_Type","Award_Transaction_Tied_Status","Award_Transaction_Flow_Type","Award_Transaction_Finance_Type","Award_Transaction_DAC_Purpose_Code","Award_Transaction_DAC_Purpose_Code_Name","Award_Transaction_US_Foreign_Assistance_Code","Award_Transaction_US_Foreign_Assistance_Category","Award_Transaction_US_Foreign_Assistance_Sector","Treasury_Account_Codes","Treasury_Account_Title","Treasury_Account_Start_Fiscal_Year","Treasury_Account_End_Fiscal_Year","Data_Submission_Date"
"C225E065","U.S. Department of State","State Department","U.S. Department of State","Bureau Of Population, Refugees, And Migration","Information Redacted","","","Information Redacted","","Conflict Trans.&Reconst&Stabil","Completion","Bilateral","0","Direct Appropriation","","","Turkey","Reversal","-15.1","Commitment","2017-03-30 00:00:00","2017","2","Administrative costs not included elsewhere","Untied","ODA","Aid grant excluding debt reorganisation","72050","Relief co-ordination; protection and support services","7001","Humanitarian Assistance","Protection, Assistance and Solutions","19 1143","Migration and Refugee Assistance, State","0","0","2018-02-15 00:00:00"
"605CCF8E","U.S. Department of State","State Department","U.S. Department of State","Bureau Of Population, Refugees, And Migration","Information Redacted","","","Information Redacted","","Conflict Trans.&Reconst&Stabil","Completion","Bilateral","0","Direct Appropriation","","","Turkey","Original","401.68000000000001","Disbursement","2017-06-30 00:00:00","2017","3","Administrative costs not included elsewhere","Untied","ODA","Aid grant excluding debt reorganisation","72050","Relief co-ordination; protection and support services","7001","Humanitarian Assistance","Protection, Assistance and Solutions","19 1143","Migration and Refugee Assistance, State","0","0","2018-02-15 00:00:00"
"E9CFC5D9","U.S. Department of State","State Department","U.S. Department of State","Bureau Of Population, Refugees, And Migration","Information Redacted","","","Information Redacted","","","Completion","Bilateral","0","Direct Appropriation","","","Turkey","Original","945.49000000000001","Disbursement","2017-03-31 00:00:00","2017","2","Administrative costs not included elsewhere","Untied","ODA","Aid grant excluding debt reorganisation","72050","Relief co-ordination; protection and support services","7001","Humanitarian Assistance","Protection, Assistance and Solutions","19 1143","Migration and Refugee Assistance, State","0","0","2018-02-15 00:00:00"
"277-MOD-72540500-FFP","U.S. Agency for International Development","","U.S. Agency for International Development","Bureau for Democracy, Conflict, and Humanitarian Assistance","Unspecified Vendors - Bosnia and Herzegovina","","","","Protection, Assistance and Solutions","The provision of effective protection, assistance, and durable solutions for refugees, internally displaced persons (IDPs), and other victims of conflict and disasters.","Implementation","Bilateral","0","Direct Appropriation","2015-10-01 00:00:00","2018-09-30 00:00:00","Turkey","The provision of effective protection, assistance, and durable solutions for refugees, internally displaced persons (IDPs), and other victims of conflict and disasters.","-11.82","Disbursement","2018-03-31 00:00:00","2018","2","Project-type interventions","Untied","ODA","Aid grant excluding debt reorganisation","72050","Relief co-ordination; protection and support services","7001","Humanitarian Assistance","Protection, Assistance and Solutions","72 1035","International Disaster Assistance, Funds Appropriated to the President, U.S. Agency for International Development","2017","0","2018-03-31 00:00:00"
"7A57F5A8","U.S. Department of State","State Department","U.S. Department of State","Bureau Of Population, Refugees, And Migration","Information Redacted","","","Information Redacted","","Conflict Trans.&Reconst&Stabil","Completion","Bilateral","0","Direct Appropriation","","","Turkey","Original","178.72999999999999","Disbursement","2017-02-07 00:00:00","2017","2","Administrative costs not included elsewhere","Untied","ODA","Aid grant excluding debt reorganisation","72050","Relief co-ordination; protection and support services","7001","Humanitarian Assistance","Protection, Assistance and Solutions","19 1143","Migration and Refugee Assistance, State","0","0","2018-02-15 00:00:00"
"2D257C46","U.S. Department of State","State Department","U.S. Department of State","Bureau Of Population, Refugees, And Migration","Information Redacted","","","Information Redacted","Information Redacted","Conflict Trans.&Reconst&Stabil","Completion","Bilateral","0","Direct Appropriation","","","Turkey","Original","383.88","Disbursement","2017-01-23 00:00:00","2017","2","Administrative costs not included elsewhere","Untied","ODA","Aid grant excluding debt reorganisation","72050","Relief co-ordination; protection and support services","7001","Humanitarian Assistance","Protection, Assistance and Solutions","19 1143","Migration and Refugee Assistance, State","0","0","2018-02-15 00:00:00"
"A734FBFC","U.S. Department of State","State Department","U.S. Department of State","Bureau Of Population, Refugees, And Migration","Information Redacted","","","Information Redacted","","Conflict Trans.&Reconst&Stabil","Completion","Bilateral","0","Direct Appropriation","","","Turkey","Reversal","36","Commitment","2017-01-13 00:00:00","2017","2","Administrative costs not included elsewhere","Untied","ODA","Aid grant excluding debt reorganisation","72050","Relief co-ordination; protection and support services","7001","Humanitarian Assistance","Protection, Assistance and Solutions","19 1143","Migration and Refugee Assistance, State","0","0","2018-02-15 00:00:00"
"277-MOD-82100701-OFDA","U.S. Agency for International Development","","U.S. Agency for International Development","Bureau for Democracy, Conflict, and Humanitarian Assistance","Unspecified Vendors - Bosnia and Herzegovina","","","","Protection, Assistance and Solutions","The provision of effective protection, assistance, and durable solutions for refugees, internally displaced persons (IDPs), and other victims of conflict and disasters.","Implementation","Bilateral","0","Direct Appropriation","2016-10-01 00:00:00","2018-09-30 00:00:00","Turkey","The provision of effective protection, assistance, and durable solutions for refugees, internally displaced persons (IDPs), and other victims of conflict and disasters.","128.91","Disbursement","2018-06-30 00:00:00","2018","3","Project-type interventions","Untied","ODA","Aid grant excluding debt reorganisation","72050","Relief co-ordination; protection and support services","7001","Humanitarian Assistance","Protection, Assistance and Solutions","72 1035","International Disaster Assistance, Funds Appropriated to the President, U.S. Agency for International Development","2017","0","2018-06-30 00:00:00"
"277-MOD-15-MAKEREADY","U.S. Agency for International Development","","U.S. Agency for International Development","Bureau for Democracy, Conflict, and Humanitarian Assistance","U.S. Government - U.S. Agency for International Development","","","","Crisis Assistance and Recovery","Provide goods, personnel, services and assistance to meet basic human needs in order to foster transition from relief according to principles of universality, impartiality and human dignity. This element should be done, when possible, as part of an integr","Completion","Bilateral","0","Direct Appropriation","2014-10-01 00:00:00","2017-09-30 00:00:00","Turkey","Provide goods, personnel, services and assistance to meet basic human needs in order to foster transition from relief according to principles of universality, impartiality and human dignity. This element should be done, when possible, as part of an integr","-529.54999999999995","Disbursement","2016-09-30 00:00:00","2016","4","Project-type interventions","Tied","ODA","Aid grant excluding debt reorganisation","72010","Material relief assistance and services","7001","Humanitarian Assistance","Protection, Assistance and Solutions","72 1035","International Disaster Assistance, Funds Appropriated to the President, U.S. Agency for International Development","2015","0","2016-09-30 00:00:00"
"490B9B7B","U.S. Department of State","State Department","U.S. Department of State","Bureau Of Population, Refugees, And Migration","Information Redacted","","","Information Redacted","Information Redacted","Conflict Trans.&Reconst&Stabil","Completion","Bilateral","0","Direct Appropriation","","","Turkey","Original","145","Disbursement","2017-07-11 00:00:00","2017","4","Administrative costs not included elsewhere","Untied","ODA","Aid grant excluding debt reorganisation","72050","Relief co-ordination; protection and support services","7001","Humanitarian Assistance","Protection, Assistance and Solutions","19 1143","Migration and Refugee Assistance, State","0","0","2018-02-15 00:00:00"
"022AE205","U.S. Department of State","State Department","U.S. Department of State","Bureau Of Population, Refugees, And Migration","Information Redacted","","","Information Redacted","Information Redacted","","Completion","Bilateral","0","Direct Appropriation","","","Turkey","Original","339.31","Disbursement","2017-01-23 00:00:00","2017","2","Administrative costs not included elsewhere","Untied","ODA","Aid grant excluding debt reorganisation","72050","Relief co-ordination; protection and support services","7001","Humanitarian Assistance","Protection, Assistance and Solutions","19 1143","Migration and Refugee Assistance, State","0","0","2018-02-15 00:00:00"
"277-STU15017M3751","U.S. Agency for International Development","","U.S. Agency for International Development","Bureau for Democracy, Conflict, and Humanitarian Assistance","Unspecified Vendors - Bosnia and Herzegovina","","","","Protection, Assistance and Solutions","The provision of effective protection, assistance, and durable solutions for refugees, internally displaced persons (IDPs), and other victims of conflict and disasters.","Completion","Bilateral","0","Direct Appropriation","2016-10-01 00:00:00","2017-09-30 00:00:00","Turkey","The provision of effective protection, assistance, and durable solutions for refugees, internally displaced persons (IDPs), and other victims of conflict and disasters.","140","Commitment","2017-09-30 00:00:00","2017","4","Project-type interventions","Untied","ODA","Aid grant excluding debt reorganisation","15220","Civilian peace-building, conflict prevention and resolution","1006","Peace and Security","Conflict Mitigation and Reconciliation","72 1035","International Disaster Assistance, Funds Appropriated to the President, U.S. Agency for International Development","2017","0","2017-09-30 00:00:00"
"D21B6FBC","U.S. Department of State","State Department","U.S. Department of State","Bureau Of Population, Refugees, And Migration","Information Redacted","","","Information Redacted","","Conflict Trans.&Reconst&Stabil","Completion","Bilateral","0","Direct Appropriation","","","Turkey","Original","15.1","Disbursement","2017-06-12 00:00:00","2017","3","Administrative costs not included elsewhere","Untied","ODA","Aid grant excluding debt reorganisation","72050","Relief co-ordination; protection and support services","7001","Humanitarian Assistance","Protection, Assistance and Solutions","19 1143","Migration and Refugee Assistance, State","0","0","2018-02-15 00:00:00"
